x,y,z
419.287935367593,194.84100176581035,a
388.8014901506791,141.88327119932296,a
407.1053475161787,116.17576910308367,a
397.15606463950724,97.61808502779797,a
415.8100541503914,151.54836154660518,a
388.5163558860831,124.56528410076521,a
448.2336181688822,86.13070371569353,a
399.2806773601138,151.27289424067192,a
438.7307943152825,174.95813046105536,a
435.870800947967,162.28767605746862,a
457.5167585127214,168.27633657075353,a
423.9902170197731,165.22400617858432,a
488.2075605107416,133.58787053877205,a
520.4870448962629,146.0029406675725,a
468.2389151987395,160.04441845310862,a
446.5849235349596,145.85640499703754,a
524.3092037748792,174.499223225231,a
476.6255902075964,201.4137770756929,a
478.66362939401984,139.2321608661179,a
505.58308155099496,204.54954048628332,a
448.2589764914357,221.37651956362998,a
560.2660484352438,205.38393900305925,a
509.8341001126423,162.54768086769633,a
542.8784375499139,223.0229837882021,a
535.0002221757551,199.407949921357,a
484.7034773349499,187.14385159415673,a
536.4920911054295,215.70418997177768,a
518.778087530383,178.23387861290445,a
514.4315224937645,194.70276325826984,a
514.3239714085973,194.5831123314266,a
539.6398228026693,214.02494859288174,a
512.9793911588788,181.70595948019763,a
551.642167943231,219.05143112111728,a
554.4330845991931,195.38255662762379,a
529.3340580281039,251.64903751454267,a
511.66955964864826,210.7703576661561,a
512.9158844696393,162.7741673869753,a
498.10648473271146,212.52840621406938,a
537.3933051531561,218.21758724661328,a
522.054780314206,266.3724415647972,a
575.7749973418438,271.75793328502675,a
473.8899765365035,235.4024421212555,a
528.7533375346566,274.88712036976034,a
567.2300482171179,271.9733179008377,a
547.7306262182999,259.55625596074367,a
547.8300614650727,302.38294387956574,a
530.9466602218264,241.96964620573573,a
568.3164934110433,260.22940951106494,a
555.0097058888751,315.53541785183353,a
532.6000281744571,322.96638382909816,a
583.1310036628033,297.2188758749266,a
612.3968678959927,302.9531553731473,a
546.312949386567,341.76408804068467,a
558.2575879212146,303.8602952043102,a
596.9717584766427,330.3503584500353,a
554.7307342396421,285.67005517036097,a
536.8931134698033,299.7046990976752,a
593.697089130262,376.31086354227614,a
538.3757424948078,327.60205798857305,a
566.4003253325525,362.7176178079398,a
563.1185990056057,378.7323690629826,a
516.0787702946221,365.12973094726607,a
506.60530846631605,393.8593321757895,a
543.2487051539263,352.4976207635624,a
527.5361452615996,356.7410306132401,a
525.7401404907034,365.5039091764021,a
553.7083442429839,353.92583313498966,a
562.0834401537687,383.2913984819082,a
584.5333191472358,392.86766946212396,a
531.0385890895703,389.3063952236962,a
494.68510182597146,363.3503974776779,a
551.3908379458594,355.786153942979,a
557.6205230505574,405.47300226061526,a
496.31254598625867,369.97242978721465,a
523.8159217116217,451.6841144796043,a
563.202304215391,390.20977760248934,a
515.8015351779651,355.82999314609407,a
541.3476703422875,411.22849685530684,a
561.4327191790661,408.6096575789858,a
543.481228914937,420.8421548790334,a
501.31113265999437,389.90082455383373,a
512.7156638695623,420.4035594696847,a
492.80649764450675,382.320413711211,a
482.2353671267787,388.44158769646276,a
500.8877415113431,429.0660705961594,a
537.3528490035707,435.34317663888703,a
540.6576297815349,356.78764493508004,a
476.99846640560116,402.4139605288808,a
517.0277910233567,399.5362839868824,a
454.8957499641152,412.7353387247367,a
526.5487692592366,394.9073539776996,a
494.41596452497555,404.7059892628166,a
495.0783791202117,377.19656481646336,a
493.0588553059318,401.10259610415955,a
531.1660915803794,427.90975257338937,a
477.6504118189161,409.85098397404073,a
528.645249963984,381.3512632860977,a
505.67743312992843,401.11572704988936,a
561.052791357284,359.3835730364375,a
498.0701118718818,414.4729163732736,a
527.0154102463734,319.1145551104889,a
538.6949724337975,398.4257703318525,a
512.4431541564652,357.8697783605462,a
497.1979561272227,400.38524836829345,a
526.4988715388663,365.68544067547714,a
492.9510220703679,347.22922686079306,a
489.1871145440807,348.02648916147507,a
528.6819387214651,391.02858268183985,a
520.3658049236468,387.1926627712947,a
501.7936828649787,335.320203289906,a
534.0961294384562,374.62984720579357,a
474.56924956443135,371.35460088595187,a
490.4834354146799,399.6510415312524,a
541.7551688124921,369.6927979284308,a
496.389751204869,351.23611299135905,a
519.1560041654022,336.3197312914774,a
548.3366030673627,370.88908667308567,a
493.53787021139806,312.2850957658317,a
474.3349880079614,360.3617813679108,a
507.8583228637293,350.0691819056061,a
520.8963828582472,340.3594079982604,a
556.4386236908429,367.66481407052174,a
518.5519805593364,312.1214121862537,a
497.1816386256066,295.1562138080574,a
534.9083475742443,318.98441582342457,a
495.58837359657474,334.00127516245936,a
489.0167020829252,323.5514398485941,a
499.7479485036658,322.7941423492191,a
531.805788572043,324.8346119524705,a
521.0023973422221,346.07365085119034,a
506.72130778427186,364.5539020853654,a
584.8102951644918,296.38139296650365,a
528.6512586599695,343.44143634950535,a
566.8187210379871,285.75668957583446,a
514.4750861529819,340.42416797397357,a
489.21414127027,281.1038679423104,a
534.0006227199721,303.0755435309902,a
516.3736014471637,305.8410805991107,a
531.6334362780019,248.66424177833787,a
513.1038880618202,296.5393038825989,a
549.8437738602291,266.42988485622595,a
529.5033464616192,286.5477644653772,a
470.5252331946475,301.0089357706604,a
505.31246182807183,292.6776357873278,a
523.9195372779831,258.52395018266225,a
472.00066508473606,297.094148863235,a
520.2325679036018,254.91291557949344,a
535.1746268191301,259.8149769899728,a
488.70386505602676,265.3562019805314,a
489.02074006981707,269.1471732565875,a
457.44509850913744,286.23612740260137,a
503.37454032171405,278.4034805725764,a
510.8250728703523,250.21290493602066,a
508.8819359810281,240.823014961892,a
499.5885798974152,255.97066091473056,a
467.9147811372614,259.4952201318095,a
490.3937102473632,241.6602796519444,a
504.45389921126133,260.66485540697994,a
461.7907169141849,255.8716639443294,a
495.3532970728654,263.8350316613254,a
508.9336586858066,240.2983147369702,a
491.3262787558357,226.62746834200976,a
455.1496630597649,260.3683347065267,a
467.2861708431022,211.44682751844334,a
461.6555719348895,222.01022203734846,a
487.1853093315676,220.44422098798697,a
452.31186193594607,221.07941241722438,a
478.3995764661062,191.18947418196143,a
463.27533870399816,234.8022370013678,a
457.64975516419196,211.10919273972132,a
414.4610511839666,232.8257656213924,a
493.69096900345266,288.6069592354115,a
461.23046809722325,197.35502650352896,a
413.22553401376365,167.43742948073464,a
465.7298021398429,238.61816389958602,a
407.18188535111756,170.5736807982484,a
457.2577219073525,202.44107720613982,a
433.4176969215126,209.14888999852542,a
435.95895279718223,166.46401412075085,a
407.68447919332806,172.26710147053797,a
412.913553805123,201.2582794394217,a
407.10717397298555,174.83577114857724,a
432.1420506925039,204.08385876497726,a
375.4674483382011,220.1520080344079,a
404.01462381382544,206.74123817598814,a
408.7386415394441,158.27994973223156,a
368.45342671377836,169.19005991857046,a
410.10020147563057,161.40498339242356,a
422.06657042554883,182.19605028680348,a
386.65994132679805,204.07857916840868,a
394.63638300158397,201.46215849495223,a
357.0477277665402,171.04925419234894,a
350.00669389354465,209.92473941963874,a
367.81444339860144,196.70095541129723,a
353.16631076312655,168.05941426212388,a
357.2650690081428,196.5271743624868,a
355.74429759584706,184.16288801867938,a
351.55584094639016,162.62152933293515,a
403.9354585980487,172.54468097277953,a
335.1223749826247,222.82184984777365,a
354.9284533225159,176.64952690372996,a
322.0906008283427,123.59869545264138,a
313.60843525936986,178.18798718986267,a
326.7012600296692,160.038021509256,a
357.179489565079,190.19542317236818,a
330.24164635283194,146.8873349353085,a
325.796801308425,229.76320164892854,a
358.1679848023574,219.671544631939,a
325.345302356348,147.15078507882896,a
308.22966261723246,149.52681124944945,a
296.14465368583,140.89993873435515,a
280.70926975203156,186.44295968824645,a
256.703506906368,116.55806317081692,a
316.4618459348313,122.29896140274445,a
242.37418729802457,150.54034326284597,a
279.23829461977533,197.4328722807919,a
293.88337147319663,124.07375539355456,a
265.61619373275,182.9401296007767,a
263.2291642627699,147.04358672805995,a
285.6508158002611,197.83865612491752,a
234.63342033024884,187.29913053138523,a
231.53025719393273,195.74599384278298,a
282.75446715664924,210.0642982238051,a
239.21656132224368,139.88800376510733,a
268.29861647023324,143.89843265072489,a
262.88034478363187,168.04563645160113,a
239.7236755061308,179.45270672127907,a
247.33647730164571,153.3324282307811,a
255.65159867823564,123.65733592579824,a
235.4120898884149,149.59380619497875,a
220.70770308838806,147.6407606803471,a
243.05053619078888,152.3187425836848,a
162.86646142313785,146.8476793157617,a
255.92846215859973,172.94996176652967,a
211.76995612379437,193.4593518398474,a
246.1693389787871,160.88969972412787,a
271.6765874625965,201.7412933335745,a
228.65789897314457,162.65006217746196,a
229.4371416850734,194.38318250004505,a
193.2336472566397,182.40390501155684,a
212.96886573719067,198.37318339123374,a
244.18289538559142,158.62326079594646,a
229.61992098297293,178.64956401936365,a
219.14889002219968,204.19321197589608,a
216.80649321396777,173.23623954368242,a
267.2543339359019,182.1582833558569,a
225.4704696945851,235.96683561789519,a
232.36594020127362,209.57769255171144,a
256.75740989335947,194.73387149406312,a
211.62344682060302,165.43228572115845,a
262.441919817229,145.0903250519513,a
263.6325170894245,200.44377720136856,a
198.74288502336958,201.08313140752927,a
198.41762135892571,156.57918701526586,a
261.56856918047004,200.8891185374918,a
151.74161255816722,164.30260882792817,a
172.31347404290761,193.2685438439293,a
200.90073541581646,154.69077842360093,a
211.9263461606536,171.5027578220695,a
242.65017774251325,181.14140167963683,a
221.36350699500625,192.3762489634493,a
256.56921170976455,173.4959613533307,a
227.757811760162,180.94658035650133,a
272.7734341713551,163.62284990946398,a
218.1785552816712,115.01776830429816,a
272.67153204783807,191.09115269612835,a
269.5415786297233,204.35391109361103,a
273.3860301605503,211.44440003008498,a
272.5324617296671,217.48039481588086,a
275.29904852009366,202.5102246623377,a
276.4604139739409,199.957695327053,a
316.6828802583325,188.18610867573506,a
309.9071061782876,209.8862541271211,a
298.7104254477659,196.66930784190532,a
288.92593007170575,200.9044580508712,a
290.66967910036607,209.57569545890715,a
320.6565098267548,235.75224603119904,a
315.95616508705035,185.93846063671714,a
318.4414538135693,219.21045113949293,a
371.6193036241109,206.1141785974919,a
366.9801133377979,224.0299733112601,a
372.1874915389302,211.50256019094394,a
312.6955450904934,238.38102766762285,a
324.8184283552044,252.43990764344272,a
299.10661709005365,217.92681576864214,a
360.56368316281396,190.5481769182948,a
330.4146092733252,211.83204267996177,a
351.1111299780791,260.98162619175696,a
374.9689843123663,173.57030449782337,a
332.5756909716549,251.67031906935935,a
410.9296008840698,202.244371769201,a
383.50497732800943,231.7156998946682,a
370.9467115786936,259.55960005484565,a
396.4435220785356,204.81045593672133,a
360.90218483736385,254.68456348043102,a
401.0817486157756,236.3033923680345,a
320.02854504797455,265.4007418769682,a
344.7171740898536,206.1268811588709,a
381.0209742477422,227.5479053152128,a
389.1067119265526,252.47993541502473,a
389.22756010856864,220.37474874853302,a
374.18298459264884,237.53843783743713,a
328.31751914063847,233.05104829057814,a
360.14303418462566,209.4894526303504,a
397.17177914475815,226.92994852389734,a
359.3885020400131,213.9431449545309,a
398.8920771579263,205.38635962952793,a
412.4087042841653,240.9616682747495,a
361.7965616841276,245.1343434969883,a
384.05195598255324,223.4570306653107,a
408.1421367855086,259.2630881456089,a
379.17785919552324,258.1836485167762,a
396.17515316503574,239.0764575607193,a
421.7925375376849,259.7688802653637,a
378.3918552470989,248.8654493146605,a
436.8210118143961,199.51214835897872,a
377.66355065770614,272.6894583250728,a
385.31176914604936,283.3312084518385,a
427.6434582473582,268.88293970740585,a
424.36446843758756,245.25403519335018,a
438.95931236828943,301.44325588928723,a
480.5437799546344,290.8848171351308,a
415.894134102843,230.15192897565134,a
410.84018965365493,221.033380315559,a
445.88681080798665,278.0960147798054,a
414.9329255090474,270.2052732876415,a
459.5546555916043,266.7018972561654,a
462.1750840398751,247.4190705974766,a
463.0642191458898,251.07729427876296,a
486.7749721786291,250.1780773514792,a
494.9146709736983,190.86311296298305,a
464.68129499050684,253.86193443673938,a
472.8615224292193,276.85879838821086,a
443.33821581929266,237.53708975480413,a
465.9500160549865,235.13627463153574,a
426.2043038102313,315.26782347418373,a
429.5257705397351,290.0100436874492,a
445.42248957165873,270.1487525970601,a
449.47943540704705,287.0171441532268,a
470.9767507970721,313.8747536831886,a
478.3715308038534,313.2415371501412,a
453.33143398291804,372.95071561501663,a
448.8856909874833,308.7741063438442,a
479.25814076084544,320.07185579042437,a
478.30933511942277,309.6713663758925,a
452.5365271835085,293.1005647730982,a
434.7288144669475,275.71705981467016,a
453.33324136194545,343.3914133930326,a
440.65621881635036,304.8950036267519,a
488.32714293914944,307.5891232630214,a
412.71998463930174,304.0913880584628,a
429.54443362858575,310.63648973053796,a
484.85504544746703,355.23665865408776,a
430.89982658175046,272.15312133335885,a
484.9632602556958,261.26842177619494,a
462.47509009714463,310.58530221380653,a
435.8519499267542,267.54494226359964,a
461.6970685964861,278.7763677081956,a
485.4321877503311,268.25963265318705,a
426.9548569792538,239.6599364585001,a
463.6437568635171,263.4734618891396,a
426.0476180999036,188.90936629647405,a
481.139284744301,260.1423204522969,a
427.3022928341932,270.6781994962871,a
470.02184728939693,258.4659214019367,a
479.4083694660812,266.5229856142212,a
435.820567255156,232.54292995885152,a
440.6233570512813,189.7467123062059,a
459.865297019339,196.55454224842504,a
438.09027089111623,193.5123927881387,a
456.6926076617033,199.8537695738965,a
469.82342790996825,196.68561156551777,a
452.62896052558534,186.83772794549202,a
408.89753799574504,179.08929687051113,a
443.32495022377014,193.7593783501381,a
451.8481017951976,174.37486379177113,a
424.7560572198277,169.71081651075502,a
427.8189040371066,187.6543333637398,a
405.47188743984543,146.69486182758408,a
464.5733791252693,177.36447529814643,a
434.1764185144793,158.9629392325907,a
443.0264291692958,164.63814902818427,a
438.7924637432125,190.91695368699305,a
403.9784392769785,237.03945592584824,a
453.4416031989996,161.63699998999164,a
419.06127752800444,216.02232478597813,a
404.26461996166074,179.62933784617474,a
406.6661436964544,157.57304626428373,a
378.1658212736756,165.16072376707064,a
436.29484019221144,192.66428339184773,a
408.02342785285725,158.75052630046366,a
404.2924646321466,159.43647496102835,a
442.34043313540116,198.36342626711456,a
364.31463128942346,139.27522250737957,a
340.34232390819506,201.15457572167156,a
382.92981532219227,133.43861879679207,a
367.7312179531178,155.4151517960758,a
379.15035370102373,183.77092002794916,a
328.6969287423577,162.7638449856866,a
343.24212272873945,137.09407613341898,a
362.7487310051115,177.8865941148481,a
389.06059131225214,142.6111882302465,a
369.26222800407476,141.83728101514487,a
346.6460928671216,184.84279082702392,a
344.81472537691775,204.464014544316,a
319.81630527282937,158.6418472967316,a
321.94391786937047,152.81712522087122,a
297.7899144401523,164.77214650224226,a
297.9071325789031,174.87500163513027,a
280.9440107121816,116.29409576408653,a
266.6092252993552,142.51895281405348,a
244.9743555081875,131.85409037919823,a
257.3547238213933,168.73652471434303,a
265.1331898280301,157.31708302898312,a
245.25654420475541,163.02065413584052,a
238.62534901727074,180.24466378784842,a
282.37825253905106,165.25836136462806,a
259.9517251970456,170.40656705781845,a
243.86099979238753,114.50491129792806,a
251.31484301069577,144.8983727494491,a
312.7112302432965,239.50345833075477,a
327.5690511245234,172.1641010976574,a
315.45016751132994,180.4714987603569,a
296.54300809698606,188.98377418323162,a
337.9861632368506,130.2850603196561,a
327.66262601288224,158.04207093186932,a
326.3581589998923,193.5822129036511,a
401.26878591584193,162.5702025118568,a
357.60412556390764,168.51215794929766,a
397.9843988388878,151.76173757677776,a
397.86443548672986,160.31239568546056,a
409.01186160165986,146.91677399687512,a
379.81962854925786,175.51379245406127,a
415.8449351571128,203.2838353332587,a
424.72110123093,217.77670050616013,a
418.1753489882318,187.7220137421968,a
419.0678981950716,168.98532697881433,a
394.1883839448254,227.4535038577057,a
569.6635975235694,367.9436178981136,a
527.0783238560089,315.9842336429988,a
517.0397437529224,317.85412708771673,a
580.9202773048085,345.515227184433,a
555.8241275717623,309.9706694072245,a
603.7758069573373,299.41102952674663,a
532.3061504966582,349.53831138722927,a
641.0123907509652,322.4737792289808,a
522.4770482104036,257.35141127532484,a
523.2583131250966,303.80365444202835,a
551.0752517507018,285.0785735388475,a
560.2112217524036,272.2800917594479,a
563.0821283523542,252.82255269324975,a
557.1317373624364,268.9619833426135,a
569.4042496283108,218.17181195676108,a
562.0606094364659,206.56477139597814,a
543.1313576204021,259.76610678918917,a
491.70826991489315,228.751238699522,a
495.2563031725978,214.11407521580838,a
542.4149358308229,216.96669357702103,a
477.5033857550071,204.59821290314073,a
527.4623770535562,216.47511512741488,a
512.3034327478796,191.3306320567014,a
516.2506443226134,170.65241065568608,a
428.5370832270296,178.10141556428476,a
475.7036734352115,209.67909557843024,a
520.8834905133613,202.60223190296955,a
465.8232608058436,189.37776152612872,a
507.6477719320051,219.5640560473716,a
477.95370203908567,145.34088414121362,a
463.4270635500413,138.53810305479044,a
455.84033433989265,213.83629021614246,a
